CURRENT_ICD10_LIST,SNOMED_CONCEPT_NAME,SNOMED_CONCEPT_ID,CURATE_METHOD
S06.9X9D,Brain damage - traumatic (disorder),275272006,Database
S06.9X9A,Brain damage - traumatic (disorder),275272006,Database
S06.9X8S,Brain damage - traumatic (disorder),275272006,Database
S06.9X6S,Brain damage - traumatic (disorder),275272006,Database
S06.9X6D,Brain damage - traumatic (disorder),275272006,Database
S06.9X6A,Brain damage - traumatic (disorder),275272006,Database
S06.9X8D,Brain damage - traumatic (disorder),275272006,Database
S06.9X8A,Brain damage - traumatic (disorder),275272006,Database
S06.9X1A,Brain damage - traumatic (disorder),275272006,Database
S83.519A,Injury of anterior cruciate ligament (disorder),444470001,Database
S83.519S,Injury of anterior cruciate ligament (disorder),444470001,Database
S83.512A,Injury of anterior cruciate ligament (disorder),444470001,Database
S83.511S,Injury of anterior cruciate ligament (disorder),444470001,Database
S83.512S,Injury of anterior cruciate ligament (disorder),444470001,Database
S89.91XA,Injury of anterior cruciate ligament (disorder),444470001,Database
S89.90XA,Injury of anterior cruciate ligament (disorder),444470001,Database
S89.90XS,Injury of anterior cruciate ligament (disorder),444470001,Database
S83.519D,Injury of anterior cruciate ligament (disorder),444470001,Database
S83.511A,Injury of anterior cruciate ligament (disorder),444470001,Database
S89.90XD,Injury of anterior cruciate ligament (disorder),444470001,Database
S83.512D,Injury of anterior cruciate ligament (disorder),444470001,Database
S89.92XA,Injury of anterior cruciate ligament (disorder),444470001,Database
S83.511D,Injury of anterior cruciate ligament (disorder),444470001,Database
S89.92XS,Injury of anterior cruciate ligament (disorder),444470001,Database
S89.92XD,Injury of anterior cruciate ligament (disorder),444470001,Database
S89.91XS,Injury of anterior cruciate ligament (disorder),444470001,Database
S89.91XD,Injury of anterior cruciate ligament (disorder),444470001,Database
S06.310S,Concussion injury of brain (disorder),110030002,Database
S06.324S,Concussion injury of brain (disorder),110030002,Database
S06.317D,Concussion injury of brain (disorder),110030002,Database
S06.2X9A,Concussion injury of brain (disorder),110030002,Database
S06.327D,Concussion injury of brain (disorder),110030002,Database
S06.314D,Concussion injury of brain (disorder),110030002,Database
S06.2X9A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S06.6X9A,Concussion injury of brain (disorder),110030002,Database
S06.309A,Concussion injury of brain (disorder),110030002,Database
S06.899A,Concussion injury of brain (disorder),110030002,Database
S06.4X3D,Concussion injury of brain (disorder),110030002,Database
S06.4X0D,Concussion injury of brain (disorder),110030002,Database
S06.0X1S,Concussion injury of brain (disorder),110030002,Database
S06.310A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S06.6X1A,Concussion injury of brain (disorder),110030002,Database
S06.6X3S,Concussion injury of brain (disorder),110030002,Database
S06.6X3A,Concussion injury of brain (disorder),110030002,Database
S06.305S,Concussion injury of brain (disorder),110030002,Database
S06.6X1D,Concussion injury of brain (disorder),110030002,Database
S06.4X5A,Concussion injury of brain (disorder),110030002,Database
S06.4X4A,Concussion injury of brain (disorder),110030002,Database
S06.323D,S01.90XD,Concussion injury of brain (disorder),110030002,Database
S06.0X1A,Concussion injury of brain (disorder),110030002,Database
S06.4X2D,Concussion injury of brain (disorder),110030002,Database
S06.301S,Concussion injury of brain (disorder),110030002,Database
S06.321D,S01.90XD,Concussion injury of brain (disorder),110030002,Database
S06.4X5S,Concussion injury of brain (disorder),110030002,Database
S06.321S,S01.90XS,Concussion injury of brain (disorder),110030002,Database
S06.321A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S06.313A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S06.320S,S01.90XS,Concussion injury of brain (disorder),110030002,Database
S06.302S,Concussion injury of brain (disorder),110030002,Database
S06.6X4A,Concussion injury of brain (disorder),110030002,Database
S06.4X3S,Concussion injury of brain (disorder),110030002,Database
S06.303A,Concussion injury of brain (disorder),110030002,Database
S06.320D,S01.90XD,Concussion injury of brain (disorder),110030002,Database
S06.4X0A,Concussion injury of brain (disorder),110030002,Database
S06.4X1D,Concussion injury of brain (disorder),110030002,Database
S06.305D,Concussion injury of brain (disorder),110030002,Database
S06.0X0A,Concussion injury of brain (disorder),110030002,Database
S06.4X1S,Concussion injury of brain (disorder),110030002,Database
S06.305A,Concussion injury of brain (disorder),110030002,Database
S02.91XB,S06.339A,Concussion injury of brain (disorder),110030002,Database
S02.91XA,S06.0X9A,Concussion injury of brain (disorder),110030002,Database
S06.310D,S01.90XD,Concussion injury of brain (disorder),110030002,Database
S02.109A,S06.0X9A,Concussion injury of brain (disorder),110030002,Database
S02.0XXA,S06.0X9A,Concussion injury of brain (disorder),110030002,Database
S02.91XB,S06.0X9A,Concussion injury of brain (disorder),110030002,Database
S02.91XD,S06.309D,Concussion injury of brain (disorder),110030002,Database
S06.330S,Concussion injury of brain (disorder),110030002,Database
S02.91XS,S06.309S,Concussion injury of brain (disorder),110030002,Database
S02.91XS,S06.339S,Concussion injury of brain (disorder),110030002,Database
S02.91XG,S06.0X9D,Concussion injury of brain (disorder),110030002,Database
S02.91XD,S06.339D,Concussion injury of brain (disorder),110030002,Database
S02.91XK,S06.309D,Concussion injury of brain (disorder),110030002,Database
S02.91XD,S06.6X9D,S06.4X9D,S06.5X9D,Concussion injury of brain (disorder),110030002,Database
S02.91XG,S06.309D,Concussion injury of brain (disorder),110030002,Database
S02.91XK,Concussion injury of brain (disorder),110030002,Database
S02.80XB,S06.0X9A,Concussion injury of brain (disorder),110030002,Database
S06.5X1S,Concussion injury of brain (disorder),110030002,Database
S06.5X0A,Concussion injury of brain (disorder),110030002,Database
S02.91XD,S06.0X9D,Concussion injury of brain (disorder),110030002,Database
S06.323A,Concussion injury of brain (disorder),110030002,Database
S06.333D,Concussion injury of brain (disorder),110030002,Database
S06.311D,Concussion injury of brain (disorder),110030002,Database
S06.313D,Concussion injury of brain (disorder),110030002,Database
S06.2X9S,Concussion injury of brain (disorder),110030002,Database
S06.4X5D,Concussion injury of brain (disorder),110030002,Database
S06.333A,Concussion injury of brain (disorder),110030002,Database
S06.331A,Concussion injury of brain (disorder),110030002,Database
S06.304S,Concussion injury of brain (disorder),110030002,Database
S06.317S,Concussion injury of brain (disorder),110030002,Database
S06.314A,Concussion injury of brain (disorder),110030002,Database
S06.319A,Concussion injury of brain (disorder),110030002,Database
S06.322A,Concussion injury of brain (disorder),110030002,Database
S06.327A,Concussion injury of brain (disorder),110030002,Database
S06.0X2S,Concussion injury of brain (disorder),110030002,Database
S06.2X8A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S06.4X8A,Concussion injury of brain (disorder),110030002,Database
S06.6X7A,Concussion injury of brain (disorder),110030002,Database
S06.307A,Concussion injury of brain (disorder),110030002,Database
S06.4X7A,Concussion injury of brain (disorder),110030002,Database
S06.2X0A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S06.2X2S,S01.90XS,Concussion injury of brain (disorder),110030002,Database
S06.2X2A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S06.2X4D,S01.90XD,Concussion injury of brain (disorder),110030002,Database
S06.2X0D,S01.90XD,Concussion injury of brain (disorder),110030002,Database
S06.2X7A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S02.91XS,S06.6X9S,S06.4X9S,S06.5X9S,Concussion injury of brain (disorder),110030002,Database
S02.91XB,S06.309A,Concussion injury of brain (disorder),110030002,Database
S02.91XA,S06.339A,Concussion injury of brain (disorder),110030002,Database
S06.389D,S01.90XD,Concussion injury of brain (disorder),110030002,Database
S06.4X0S,Concussion injury of brain (disorder),110030002,Database
S02.109D,S06.309D,Concussion injury of brain (disorder),110030002,Database
S02.91XK,S06.0X9D,Concussion injury of brain (disorder),110030002,Database
S02.91XG,S06.330D,Concussion injury of brain (disorder),110030002,Database
S06.0X9A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S02.109K,S06.0X9D,Concussion injury of brain (disorder),110030002,Database
S06.309S,Concussion injury of brain (disorder),110030002,Database
S06.329S,Concussion injury of brain (disorder),110030002,Database
S06.4X9D,Concussion injury of brain (disorder),110030002,Database
S06.4X9S,Concussion injury of brain (disorder),110030002,Database
S06.4X9A,Concussion injury of brain (disorder),110030002,Database
S06.319S,Concussion injury of brain (disorder),110030002,Database
S06.339A,Concussion injury of brain (disorder),110030002,Database
S06.339D,Concussion injury of brain (disorder),110030002,Database
S06.319D,Concussion injury of brain (disorder),110030002,Database
S06.339S,Concussion injury of brain (disorder),110030002,Database
S06.329D,Concussion injury of brain (disorder),110030002,Database
S06.329A,Concussion injury of brain (disorder),110030002,Database
S06.6X4S,Concussion injury of brain (disorder),110030002,Database
S06.314D,S01.90XD,Concussion injury of brain (disorder),110030002,Database
S06.313S,S01.90XS,Concussion injury of brain (disorder),110030002,Database
S06.300S,Concussion injury of brain (disorder),110030002,Database
S06.315A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S06.6X0S,Concussion injury of brain (disorder),110030002,Database
S06.311A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S06.303S,Concussion injury of brain (disorder),110030002,Database
S06.4X2A,Concussion injury of brain (disorder),110030002,Database
S06.0X0S,Concussion injury of brain (disorder),110030002,Database
S06.312D,S01.90XD,Concussion injury of brain (disorder),110030002,Database
S06.312S,S01.90XS,Concussion injury of brain (disorder),110030002,Database
S06.6X2D,Concussion injury of brain (disorder),110030002,Database
S06.6X2A,Concussion injury of brain (disorder),110030002,Database
S06.303D,Concussion injury of brain (disorder),110030002,Database
S06.4X4D,Concussion injury of brain (disorder),110030002,Database
S06.322A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S06.325S,S01.90XS,Concussion injury of brain (disorder),110030002,Database
S06.324A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S06.4X4S,Concussion injury of brain (disorder),110030002,Database
S06.6X3D,Concussion injury of brain (disorder),110030002,Database
S06.4X6D,Concussion injury of brain (disorder),110030002,Database
S06.4X8S,Concussion injury of brain (disorder),110030002,Database
S06.0X0D,Concussion injury of brain (disorder),110030002,Database
S06.325D,S01.90XD,Concussion injury of brain (disorder),110030002,Database
S06.315S,S01.90XS,Concussion injury of brain (disorder),110030002,Database
S06.317A,Concussion injury of brain (disorder),110030002,Database
S06.4X6A,Concussion injury of brain (disorder),110030002,Database
S06.328A,Concussion injury of brain (disorder),110030002,Database
S06.328D,Concussion injury of brain (disorder),110030002,Database
S06.326D,Concussion injury of brain (disorder),110030002,Database
S06.328S,Concussion injury of brain (disorder),110030002,Database
S06.0X8A,Concussion injury of brain (disorder),110030002,Database
S06.2X5S,Concussion injury of brain (disorder),110030002,Database
S06.338S,Concussion injury of brain (disorder),110030002,Database
S06.0X8S,Concussion injury of brain (disorder),110030002,Database
S06.336A,Concussion injury of brain (disorder),110030002,Database
S06.4X6S,Concussion injury of brain (disorder),110030002,Database
S06.316A,Concussion injury of brain (disorder),110030002,Database
S06.4X8D,Concussion injury of brain (disorder),110030002,Database
S06.326S,Concussion injury of brain (disorder),110030002,Database
S06.2X9D,Concussion injury of brain (disorder),110030002,Database
S06.329D,S01.90XD,Concussion injury of brain (disorder),110030002,Database
S06.335S,Concussion injury of brain (disorder),110030002,Database
S06.4X3A,Concussion injury of brain (disorder),110030002,Database
S06.307D,Concussion injury of brain (disorder),110030002,Database
S06.325S,Concussion injury of brain (disorder),110030002,Database
S06.315D,Concussion injury of brain (disorder),110030002,Database
S06.327S,Concussion injury of brain (disorder),110030002,Database
S06.321S,Concussion injury of brain (disorder),110030002,Database
S06.2X0D,Concussion injury of brain (disorder),110030002,Database
S06.332D,Concussion injury of brain (disorder),110030002,Database
