icd10_code,description,snomed_concept_id,snomed_concept_name
J96.00,"Acute respiratory failure, unspecified whether with hypoxia or hypercapnia",76571007,Septic shock (disorder)
O85,Puerperal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
K72.00,Acute and subacute hepatic failure without coma,76571007,Septic shock (disorder)
P36.4,Sepsis of newborn due to Escherichia coli,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
O85,Puerperal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
K72.01,Acute and subacute hepatic failure with coma,76571007,Septic shock (disorder)
O85,Puerperal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
D65,Disseminated intravascular coagulation [defibrination syndrome],76571007,Septic shock (disorder)
P36.4,Sepsis of newborn due to Escherichia coli,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G62.81,Critical illness polyneuropathy,76571007,Septic shock (disorder)
O85,Puerperal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.02,Acute respiratory failure with hypercapnia,76571007,Septic shock (disorder)
A02.1,Salmonella sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G93.41,Metabolic encephalopathy,76571007,Septic shock (disorder)
A02.1,Salmonella sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.02,Acute respiratory failure with hypercapnia,76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.9,"Acute kidney failure, unspecified",76571007,Septic shock (disorder)
P36.4,Sepsis of newborn due to Escherichia coli,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.02,Acute respiratory failure with hypercapnia,76571007,Septic shock (disorder)
A02.1,Salmonella sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G62.81,Critical illness polyneuropathy,76571007,Septic shock (disorder)
O85,Puerperal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.1,Acute kidney failure with acute cortical necrosis,76571007,Septic shock (disorder)
B37.7,Candidal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.01,Acute respiratory failure with hypoxia,76571007,Septic shock (disorder)
P36.4,Sepsis of newborn due to Escherichia coli,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G72.81,Critical illness myopathy,76571007,Septic shock (disorder)
A41.51,Sepsis due to Escherichia coli [E. coli],76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.01,Acute respiratory failure with hypoxia,76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
K72.01,Acute and subacute hepatic failure with coma,76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
D65,Disseminated intravascular coagulation [defibrination syndrome],76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
G62.81,Critical illness polyneuropathy,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
P36.9,"Bacterial sepsis of newborn, unspecified",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
P36.4,Sepsis of newborn due to Escherichia coli,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G93.41,Metabolic encephalopathy,76571007,Septic shock (disorder)
P36.4,Sepsis of newborn due to Escherichia coli,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.0,Acute kidney failure with tubular necrosis,76571007,Septic shock (disorder)
A41.51,Sepsis due to Escherichia coli [E. coli],76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.1,Acute kidney failure with acute cortical necrosis,76571007,Septic shock (disorder)
O85,Puerperal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G93.40,"Encephalopathy, unspecified",76571007,Septic shock (disorder)
A02.1,Salmonella sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G72.81,Critical illness myopathy,76571007,Septic shock (disorder)
A02.1,Salmonella sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
N17.0,Acute kidney failure with tubular necrosis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
K72.00,Acute and subacute hepatic failure without coma,76571007,Septic shock (disorder)
O85,Puerperal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G62.81,Critical illness polyneuropathy,76571007,Septic shock (disorder)
B37.7,Candidal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.02,Acute respiratory failure with hypercapnia,76571007,Septic shock (disorder)
P36.4,Sepsis of newborn due to Escherichia coli,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.2,Acute kidney failure with medullary necrosis,76571007,Septic shock (disorder)
A02.1,Salmonella sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
D65,Disseminated intravascular coagulation [defibrination syndrome],76571007,Septic shock (disorder)
A41.1,Sepsis due to other specified staphylococcus,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
P36.4,Sepsis of newborn due to Escherichia coli,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.1,Acute kidney failure with acute cortical necrosis,76571007,Septic shock (disorder)
A41.51,Sepsis due to Escherichia coli [E. coli],76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.2,Acute kidney failure with medullary necrosis,76571007,Septic shock (disorder)
B37.7,Candidal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G72.81,Critical illness myopathy,76571007,Septic shock (disorder)
B37.7,Candidal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
K72.01,Acute and subacute hepatic failure with coma,76571007,Septic shock (disorder)
B37.7,Candidal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.2,Acute kidney failure with medullary necrosis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N39.0,"Urinary tract infection, site not specified",76571007,Septic shock (disorder)
A41.50,"Gram-negative sepsis, unspecified",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
A41.51,Sepsis due to Escherichia coli [E. coli],76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.02,Acute respiratory failure with hypercapnia,76571007,Septic shock (disorder)
O85,Puerperal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.01,Acute respiratory failure with hypoxia,76571007,Septic shock (disorder)
A02.1,Salmonella sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.01,Acute respiratory failure with hypoxia,76571007,Septic shock (disorder)
P36.4,Sepsis of newborn due to Escherichia coli,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
D65,Disseminated intravascular coagulation [defibrination syndrome],76571007,Septic shock (disorder)
O85,Puerperal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.0,Acute kidney failure with tubular necrosis,76571007,Septic shock (disorder)
O85,Puerperal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G72.81,Critical illness myopathy,76571007,Septic shock (disorder)
A41.51,Sepsis due to Escherichia coli [E. coli],76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G62.81,Critical illness polyneuropathy,76571007,Septic shock (disorder)
O03.87,Sepsis following complete or unspecified spontaneous abortion,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
A41.4,Sepsis due to anaerobes,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
K62.1,Rectal polyp,713197008,Recurrent rectal polyp (disorder)
O02.0,Blighted ovum and nonhydatidiform mole,35999006,Blighted ovum (disorder)
S06.0X9,Concussion with loss of consciousness of unspecified duration,62564004,Concussion with loss of consciousness (disorder)
E11.311,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
E11.319,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
E11.319,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
E11.319,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
E11.319,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
E11.311,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
E11.319,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
